70年,非共有,50415,有,无抵押,已上传房本照片,普通住宅,满五年,东,集中供暖,2018-11-25,1室1厅1厨1卫,平层,塔楼,2008年建/塔楼,商品房,中楼层 (共29层),55.54㎡,丰体时代花园,丰台岳各庄,2010-08-23,三梯十二户,精装,280
70年,非共有,59042,暂无数据,无抵押,已上传房本照片,普通住宅,未满两年,南 北,自供暖,2018-10-21,3室2厅1厨2卫,暂无数据,板楼,2013年建/板楼,商品房,底层 (共9层),159.21㎡,首开常青藤四期,朝阳东坝,2017-02-20,一梯两户,精装,940
70年,非共有,39827,无,有抵押 65万元 业主自还,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-07-31,3室1厅1厨1卫,平层,板楼,1994年建/板楼,商品房,顶层 (共6层),82.86㎡,枣园小区,大兴枣园,2011-12-09,一梯三户,精装,330
70年,非共有,78411,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-06-01,2室2厅1厨1卫,平层,板楼,2003年建/板楼,一类经济适用房,底层 (共6层),95.65㎡,三义西里,西城马连道,2005-01-18,一梯两户,精装,750
70年,非共有,112435,有,无抵押,已上传房本照片,普通住宅,未满两年,南 北,集中供暖,2018-08-05,3室2厅1厨2卫,平层,板楼,2012年建/板楼,商品房,中楼层 (共25层),134.3㎡,保利中央公园,朝阳望京,2018-07-20,两梯两户,精装,1510
70年,非共有,67498,有,有抵押 10万元 业主自还,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-07-09,3室3厅1厨3卫,平层,板塔结合,2009年建/板塔结合,商品房,低楼层 (共9层),173.34㎡,茂华景公院,石景山杨庄,2011-03-03,一梯两户,精装,1170
70年,非共有,139877,无,无抵押,已上传房本照片,普通住宅,满五年,西,集中供暖,2017-07-30,2室1厅1厨1卫,平层,板楼,1990年建/板楼,央产房,高楼层 (共6层),56.55㎡,德胜门外大街1号院,西城马甸,2005-09-21,一梯三户,精装,791
70年,共有,66520,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,自供暖,2018-07-25,3室2厅1厨2卫,平层,板楼,2003年建/板楼,商品房,中楼层 (共5层),145.07㎡,枫丹丽舍,海淀西三旗,2005-10-26,一梯两户,精装,965
70年,非共有,64366,有,无抵押,已上传房本照片,普通住宅,满五年,西南,集中供暖,2018-03-15,3室2厅1厨3卫,平层,塔楼,2005年建/塔楼,商品房,高楼层 (共29层),209.74㎡,怡海花园恒泰园,丰台科技园区,2009-08-21,四梯四户,简装,1350
70年,非共有,103269,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,自供暖,2018-05-16,3室1厅1厨2卫,平层,塔楼,2002年建/塔楼,商品房,中楼层 (共29层),140.41㎡,朗琴园,西城广安门,2005-10-27,两梯八户,简装,1450
70年,共有,86237,无,有抵押 8万元 北京银行 业主自还,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2019-01-12,2室1厅1厨1卫,平层,板楼,1981年建/板楼,商品房,中楼层 (共5层),57.4㎡,索家坟,海淀新街口,2009-12-28,一梯三户,精装,495
70年,非共有,53649,有,暂无数据,已上传房本照片,普通住宅,满两年,南 北,集中供暖,2018-09-21,4室2厅1厨3卫,平层,板塔结合,2010年建/板塔结合,商品房,中楼层 (共24层),186.4㎡,新里.西斯莱公馆,大兴高米店南,2015-07-15,两梯两户,其他,1000
70年,非共有,44224,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,自供暖,2018-08-20,4室2厅1厨2卫,平层,板楼,2000年建/板楼,商品房,中楼层 (共4层),163.94㎡,兴涛社区,大兴高米店南,2001-07-04,一梯两户,简装,725
70年,非共有,101099,有,无抵押,已上传房本照片,普通住宅,满两年,南 西 北,集中供暖,2018-07-01,4室2厅1厨3卫,平层,板楼,2012年建/板楼,商品房,低楼层 (共18层),217.61㎡,上林世家,朝阳奥林匹克公园,2014-12-30,两梯两户,毛坯,2200
70年,非共有,95628,有,无抵押,已上传房本照片,普通住宅,满两年,西南,集中供暖,2018-06-07,4室2厅1厨2卫,平层,塔楼,2004年建/塔楼,商品房,高楼层 (共18层),208.1㎡,垂虹园,海淀世纪城,2015-09-29,三梯八户,精装,1990
70年,非共有,102266,暂无数据,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-05-11,3室2厅1厨2卫,平层,板楼,1999年建/板楼,央产房,底层 (共6层),127.12㎡,白广路东里1号院,西城白纸坊,2009-09-27,一梯三户,其他,1300
70年,非共有,108484,有,暂无数据,已上传房本照片,普通住宅,满五年,西南,自供暖,2018-06-22,4室1厅1厨2卫,平层,塔楼,2002年建/塔楼,商品房,高楼层 (共29层),184.36㎡,朗琴园,西城广安门,2005-07-13,两梯八户,其他,2000
70年,共有,45274,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-06-15,3室2厅1厨2卫,平层,板楼,2004年建/板楼,商品房,底层 (共16层),145.78㎡,天通苑北一区,昌平天通苑,2006-04-17,一梯三户,简装,660
70年,非共有,85331,有,无抵押,已上传房本照片,普通住宅,满五年,西 北,集中供暖,2018-04-17,3室1厅1厨1卫,平层,塔楼,2000年建/塔楼,二类经济适用房,低楼层 (共18层),110.16㎡,航南小区,海淀知春路,2007-11-13,两梯六户,精装,940
70年,非共有,61698,暂无数据,有抵押 60万元 中国建设银行 业主自还,已上传房本照片,普通住宅,满两年,东 南 北,集中供暖,2017-11-11,3室1厅1厨2卫,平层,板塔结合,2015年建/板塔结合,商品房,低楼层 (共19层),119.94㎡,北京方向,丰台科技园区,2016-05-24,一梯四户,精装,740
70年,非共有,50042,有,有抵押 104万元 建行 业主自还,已上传房本照片,普通住宅,满两年,南 北,集中供暖,2017-05-21,3室2厅1厨2卫,平层,板楼,2013年建/板楼,商品房,中楼层 (共24层),119.9㎡,梧桐苑栖凤园,门头沟门头沟其它,2014-11-02,两梯四户,简装,600
70年,非共有,45705,有,暂无数据,已上传房本照片,普通住宅,满两年,南 北,集中供暖,2018-03-14,3室2厅1厨2卫,跃层,板楼,2015年建/板楼,商品房,底层 (共9层),236.3㎡,紫郡府,大兴旧宫,2016-12-12,一梯两户,其他,1080
70年,非共有,30766,有,有抵押 100万元 个人 客户偿还,已上传房本照片,普通住宅,满五年,南 北,自供暖,2018-11-01,3室2厅1厨2卫,平层,板塔结合,2009年建/板塔结合,商品房,高楼层 (共14层),156.02㎡,九洲溪雅苑一区,房山长阳,2013-12-02,一梯两户,精装,480
70年,非共有,51444,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-12-26,2室1厅1厨1卫,平层,塔楼,1995年建/塔楼,已购公房,中楼层 (共16层),69.98㎡,洋桥东里,丰台洋桥,2007-01-12,两梯八户,简装,360
70年,非共有,44183,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-12-24,2室1厅1厨1卫,平层,板塔结合,2010年建/板塔结合,商品房,高楼层 (共28层),88.27㎡,长阳半岛2号院,房山长阳,2012-10-10,两梯四户,精装,390
70年,非共有,63754,有,无抵押,已上传房本照片,普通住宅,满五年,西北,集中供暖,2018-12-20,1室2厅1厨1卫,平层,塔楼,2000年建/塔楼,一类经济适用房,低楼层 (共24层),75.76㎡,今日家园,海淀五棵松,2003-08-20,两梯十一户,精装,483
70年,非共有,31218,有,无抵押,已上传房本照片,普通住宅,满五年,西,自供暖,2018-10-27,2室1厅1厨1卫,平层,板塔结合,2008年建/板塔结合,商品房,低楼层 (共15层),87.77㎡,加州水郡三期,房山长阳,2012-11-22,两梯六户,精装,274
70年,共有,37539,有,无抵押,已上传房本照片,普通住宅,满两年,南,集中供暖,2018-11-01,1室1厅1厨1卫,平层,板楼,2010年建/板楼,商品房,底层 (共7层),55.41㎡,惠民家园,门头沟大峪,2015-12-16,一梯四户,简装,208
70年,共有,40425,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-08-21,3室2厅1厨2卫,平层,板楼,2005年建/板楼,商品房,低楼层 (共12层),142.24㎡,天通苑北二区,昌平天通苑,2008-09-25,一梯两户,精装,575
70年,非共有,65010,有,有抵押 300万元 客户偿还,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-10-14,2室1厅1厨1卫,平层,板塔结合,2007年建/板塔结合,商品房,高楼层 (共28层),98.14㎡,国美第一城3号院,朝阳朝青,2008-03-06,两梯六户,精装,638
70年,非共有,66911,有,有抵押 200万元 江苏银行 客户偿还,已上传房本照片,公寓,满五年,西南 北,集中供暖,2018-08-23,3室2厅1厨2卫,平层,塔楼,2000年建/塔楼,商品房,低楼层 (共32层),158.42㎡,华亭嘉园,朝阳健翔桥,2011-09-05,三梯八户,简装,1060
70年,非共有,114849,有,无抵押,已上传房本照片,普通住宅,满五年,南,集中供暖,2018-08-13,2室1厅1厨1卫,平层,塔楼,2003年建/塔楼,私产,顶层 (共21层),69.57㎡,教场口9号院,西城六铺炕,2007-12-28,三梯十二户,精装,799
70年,非共有,42261,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-08-11,3室1厅1厨2卫,平层,板楼,2002年建/板楼,商品房,底层 (共6层),117.13㎡,天通苑东三区,昌平天通苑,2013-08-27,一梯两户,精装,495
70年,非共有,39184,无,有抵押 270万元 客户偿还,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-08-11,3室1厅1厨2卫,平层,板楼,2007年建/板楼,商品房,高楼层 (共6层),109.23㎡,前进花园玉兰苑,顺义顺义城,2008-02-02,一梯两户,简装,428
70年,非共有,66036,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-08-09,3室1厅1厨1卫,平层,板楼,1996年建/板楼,私产,中楼层 (共6层),95.1㎡,兰园,海淀马连洼,2008-06-05,一梯两户,简装,628
70年,非共有,60743,有,有抵押 客户偿还,已上传房本照片,普通住宅,满五年,南,集中供暖,2018-08-06,3室1厅1厨2卫,平层,板塔结合,2008年建/板塔结合,商品房,低楼层 (共22层),164.3㎡,珠江罗马嘉园东区,朝阳朝青,2010-04-23,三梯六户,精装,998
70年,非共有,56615,有,无抵押,已上传房本照片,普通住宅,满五年,西,集中供暖,2018-07-30,2室1厅1厨1卫,平层,塔楼,2006年建/塔楼,商品房,高楼层 (共24层),86.55㎡,京棉新城,朝阳十里堡,2007-08-09,三梯十户,精装,490
70年,非共有,53113,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-07-30,3室1厅1厨1卫,平层,塔楼,1998年建/塔楼,已购公房,中楼层 (共18层),80.96㎡,角门11号院,丰台洋桥,2002-03-08,两梯八户,简装,430
70年,非共有,39727,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-08-01,2室1厅1厨1卫,平层,板楼,2002年建/板楼,商品房,中楼层 (共7层),109.5㎡,银地家园,丰台花乡,2008-02-04,一梯两户,简装,435
70年,非共有,77663,有,无抵押,已上传房本照片,普通住宅,满五年,南 西,集中供暖,2018-07-29,3室2厅1厨3卫,平层,塔楼,1995年建/塔楼,商品房,高楼层 (共21层),135.2㎡,光熙门北里,朝阳西坝河,2009-11-30,两梯六户,精装,1050
70年,非共有,34705,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-08-01,3室2厅1厨1卫,平层,板楼,1995年建/板楼,商品房,低楼层 (共6层),104.31㎡,石园西区,顺义顺义城,2005-05-30,一梯两户,简装,362
70年,非共有,67927,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-07-29,3室1厅1厨2卫,平层,板塔结合,2005年建/板塔结合,商品房,中楼层 (共21层),122.19㎡,冬季星空,丰台草桥,2005-12-20,两梯四户,精装,830
70年,非共有,59444,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-07-29,2室1厅1厨1卫,平层,板楼,2002年建/板楼,商品房,中楼层 (共5层),89.16㎡,通惠家园,朝阳四惠,2013-06-13,一梯两户,精装,530
70年,非共有,78422,有,有抵押 250万元 中信银行 客户偿还,已上传房本照片,普通住宅,满五年,东 西南,集中供暖,2018-07-28,3室1厅1厨1卫,平层,塔楼,2004年建/塔楼,商品房,顶层 (共15层),118.08㎡,左安漪园,东城左安门,2006-01-05,三梯十户,精装,926
70年,非共有,64597,有,暂无数据,已上传房本照片,普通住宅,满五年,东北,集中供暖,2018-07-27,2室2厅1厨1卫,平层,塔楼,2006年建/塔楼,商品房,中楼层 (共26层),100.16㎡,远洋山水,石景山鲁谷,2008-03-10,两梯七户,其他,647
70年,非共有,51765,有,无抵押,已上传房本照片,普通住宅,满五年,北,集中供暖,2018-07-21,1室1厅1厨1卫,平层,塔楼,1984年建/塔楼,已购公房,高楼层 (共16层),47.33㎡,古城南里,石景山古城,2001-09-07,两梯九户,简装,245
70年,非共有,120159,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-07-24,3室1厅1厨1卫,平层,板楼,1990年建/板楼,已购公房,底层 (共6层),70.74㎡,安德路47号院,东城安定门,2013-12-06,一梯三户,精装,850
70年,非共有,86067,有,无抵押,已上传房本照片,普通住宅,满五年,东,自供暖,2018-07-23,3室1厅1厨2卫,平层,塔楼,2003年建/塔楼,商品房,低楼层 (共28层),94.81㎡,北欧印象,西城马连道,2010-12-21,三梯十五户,简装,816
70年,共有,40044,有,有抵押 35万元 建设银行当时公积金贷款 业主自还,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-07-20,3室1厅1厨1卫,平层,板塔结合,2001年建/板塔结合,商品房,高楼层 (共16层),91.15㎡,石园北区,顺义顺义城,2013-05-08,三梯两户,精装,365
70年,共有,49647,有,有抵押 80万元 公积金 业主自还,已上传房本照片,普通住宅,满五年,东 西,集中供暖,2018-07-18,2室1厅1厨1卫,平层,板塔结合,1996年建/板塔结合,商品房,顶层 (共12层),73.52㎡,久筑物业,石景山鲁谷,2013-04-07,两梯两户,精装,365
70年,非共有,46602,有,无抵押,已上传房本照片,普通住宅,满五年,东南 南 北,集中供暖,2018-07-16,1室1厅1厨2卫,平层,板塔结合,2005年建/板塔结合,商品房,中楼层 (共9层),98.71㎡,月亮城堡,通州武夷花园,2010-10-26,两梯八户,精装,460
70年,非共有,60939,无,无抵押,已上传房本照片,普通住宅,满五年,东 南 北,自供暖,2018-07-15,2室1厅1厨1卫,平层,板楼,2000年建/板楼,商品房,顶层 (共5层),66.46㎡,富卓苑,丰台马家堡,2013-01-16,一梯三户,简装,405
70年,非共有,91819,有,暂无数据,已上传房本照片,普通住宅,满五年,西,集中供暖,2018-07-11,1室1厅1厨1卫,平层,板塔结合,2005年建/板塔结合,商品房,中楼层 (共20层),71.01㎡,增光佳苑,海淀甘家口,2007-12-29,两梯六户,精装,652
70年,非共有,74068,有,无抵押,已上传房本照片,普通住宅,满五年,西南,自供暖,2018-06-28,2室1厅1厨1卫,平层,塔楼,2000年建/塔楼,商品房,中楼层 (共18层),107.74㎡,万科星园,朝阳奥林匹克公园,2003-04-22,两梯六户,精装,798
70年,非共有,65402,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-07-04,2室2厅1厨1卫,平层,板楼,2000年建/板楼,商品房,中楼层 (共7层),110.09㎡,望兴居,朝阳望京,2001-04-05,一梯两户,精装,720
70年,非共有,64448,有,有抵押 230万元 招商银行 客户偿还,已上传房本照片,普通住宅,满五年,东 南 北,集中供暖,2018-07-15,3室2厅1厨2卫,平层,板楼,2001年建/板楼,商品房,低楼层 (共17层),159.51㎡,恋日嘉园一期,丰台草桥,2007-10-31,一梯两户,精装,1028
70年,非共有,90178,有,无抵押,已上传房本照片,普通住宅,未满两年,南 北,集中供暖,2018-06-22,4室2厅1厨3卫,平层,板楼,2009年建/板楼,商品房,高楼层 (共28层),216.24㎡,东湖湾二期,朝阳望京,2018-06-21,两梯两户,精装,1950
70年,非共有,64174,有,有抵押 80万元 北京银行 业主自还,已上传房本照片,普通住宅,满五年,南 北,自供暖,2018-06-26,3室2厅1厨2卫,平层,板楼,2009年建/板楼,商品房,高楼层 (共15层),162.06㎡,文成建筑,丰台成寿寺,2013-01-30,两梯两户,精装,1040
70年,非共有,55270,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-05-31,3室2厅1厨1卫,平层,板楼,1998年建/板楼,商品房,底层 (共6层),93.18㎡,育菲园东里,丰台玉泉营,2012-12-15,一梯四户,精装,515
70年,非共有,37365,无,有抵押 8万元 业主自还,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-06-02,3室1厅1厨1卫,平层,板楼,1995年建/板楼,商品房,顶层 (共6层),80.29㎡,枣园小区,大兴枣园,2000-07-24,一梯两户,简装,300
